"DOPLogNumber","Project","Station","Date","SerialNumber","PreyCategory","PreyLengthSpecies","PreyLength","LengthEstimate","PreyWeight","EyeDiameter","PreyAntennaLength","PreySex","PreyLengthComments"
52,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E52","Gammarus type","Unid Gammarus type",3.90,"G",,,,,"NM, NW, eye NM"
52,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E52","Corophium type","A. spinicorne",2.50,,5.4e-04,,1.90,"F",
52,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E52","Corophium type","A. spinicorne",2.80,,,,2.00,"F","NW"
52,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E52","Corophium type","A. spinicorne",2.60,,4.8e-04,,1.80,"M",
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",2.90,,2.9e-04,,,,
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",2.60,,,,,,"NW"
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",3.20,"ED",,0.10,,,"NM, NW"
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Unid Gammaroidea",3.20,"ED",,0.10,,,"NM, NW"
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",2.50,,2.2e-04,,,,"Possible G. lacustris"
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",2.70,,,,,,"NI, NW"
53,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E53","Gammarus type","Gammarus spp.",3.60,,,,,,"NI, NW, possible G. lacustris"
54,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E54","Gammarus type","Gammarus spp.",3.60,,7.6e-04,,,,
55,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E55","Gammarus type","Unid Gammarus type",4.60,"ED",,0.20,,,"NM, NW"
55,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E55","Gammarus type","Unid Gammarus type",4.60,"G",,,,,"NM, NW, eye NM"
55,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E55","Gammarus type","Gammarus spp.",2.10,,,0.10,,,"NW"
55,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E55","Corophium type","Unid Corophium type",2.70,"G",,,,,"NM, NW, no A2"
55,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E55","Unid amphipod","Unid amphipod",2.90,"S",,,,,"NM, NW, no eye or A2"
56,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E56","Gammarus type","juvenile Gammarus",1.70,"S",,,,,"NM"
56,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E56","Gammarus type","Gammarus spp.",3.00,,3.0e-04,,,,
56,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E56","Gammarus type","Unid Gammarus type",3.30,"S",,,,,"NM, NW, eye NM"
56,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E56","Corophium type","A. spinicorne",3.00,"AL",,,1.70,"M","NM, NW"
57,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E57","Gammarus type","Unid Gammarus type",2.60,,,,,,"NI, NW, eye NM"
57,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E57","Corophium type","A. spinicorne",2.70,,,,1.90,"F","NW, A2 NI"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Gammarus spp.",3.80,,,,,,"NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Gammarus spp.",2.10,,2.3e-04,,,,
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Gammarus spp.",2.90,,5.8e-04,,,,
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Gammarus spp.",4.30,,,,,,"NI, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Gammarus spp.",4.20,,,,,,"NI, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammaroidea",4.10,,,,,,"NI, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammaroidea",2.90,,,,,,"NI, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammaroidea",3.20,,,,,,"NI, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammaroidea",4.60,"ED",,0.20,,,"NM, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammaroidea",4.60,"ED",,0.20,,,"NM, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","Unid Gammarus type",3.20,"ED",,0.10,,,"NM, NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Gammarus type","juvenile Gammarus",1.80,,,,,,"NW"
58,"EDSM","18-11-LSR01",10/10/2017 0:00:00,"E58","Unid amphipod","Unid amphipod",2.90,"S",,,,,"NM, NW, no eye or A2"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Chironomid larvae",,1.90,,,,,,"NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Chironomid larvae",,3.10,,,,,,"NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Unid Gammaroidea",2.80,,,,,,"NI, NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Gammarus spp.",3.60,,5.9e-04,,,,
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Gammarus spp.",3.70,,4.3e-04,,,,
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Gammarus spp.",2.50,,,,,,"NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Gammarus spp.",3.30,"G",,,,,"NM, NW, eye NM, possible G. lacustris"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Unid Gammaroidea",4.60,"ED",,0.20,,,"NM, NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Unid Gammaroidea",3.20,"ED",,0.10,,,"NM, NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Unid Gammaroidea",4.60,"ED",,0.20,,,"NM, NW"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Gammarus type","Gammarus spp.",2.90,,,,,,"NW, possible G. lacustris"
59,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E59","Corophium type","juvenile Corophium",1.10,,,,,,"NW"
60,"EDSM","18-11-LSR02",10/10/2017 0:00:00,"E60","Other malacostraca",,1.70,,1.6e-04,,,,"Tanaid"
67,"EDSM","18-03-HB01",8/16/2017 0:00:00,"E157","Hyperacanthomysis longirostris",,1.00,"ED",,0.10,,,"NM, NW"
67,"EDSM","18-03-HB01",8/16/2017 0:00:00,"E157","Corophium type","juvenile Corophium",1.00,,,,,,"NW"
69,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E159","Corophium type","A. spinicorne",2.60,,,,1.80,"M","NW"
69,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E159","Corophium type","juvenile Corophium",1.30,,,,,,"NW"
69,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E159","Corophium type","juvenile Corophium",1.30,,,,,,"NW"
69,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E159","Corophium type","juvenile Corophium",1.10,,,,,,"NW"
69,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E159","Corophium type","juvenile Corophium",1.10,,,,,,"NW"
70,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E160","Corophium type","juvenile Corophium",1.20,,,,,,"NW"
70,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E160","Other malacostraca",,1.90,,,,,,"NW, Tanaid"
71,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E161","Corophium type","Unid Corophium type",1.20,"G",,,,,"NM, NW, no A2"
71,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E161","Corophium type","juvenile Corophium",1.20,,,,,,"NW"
71,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E161","Corophium type","juvenile Corophium",1.20,"G",,,,,"NM"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,1.80,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,1.90,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,1.70,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,2.00,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,1.80,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Nippoleucon hinumensis",,1.70,"Y",,,,,"NM, NW"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Corophium type","juvenile Corophium",1.20,"S",,,,,"NM"
72,"EDSM","18-04-SBM05",8/22/2017 0:00:00,"E162","Corophium type","juvenile Corophium",1.20,"S",,,,,"NM"
75,"EDSM","18-05-SBM02",8/30/2017 0:00:00,"E165","Corophium type","juvenile Corophium",0.90,,,,,,"NW"
75,"EDSM","18-05-SBM02",8/30/2017 0:00:00,"E165","Corophium type","juvenile Corophium",1.00,,,,,,"NW"
83,"EDSM","18-08-SBM01",9/20/2017 0:00:00,"E173","Nippoleucon hinumensis",,1.80,,,,,,"NW"
83,"EDSM","18-08-SBM01",9/20/2017 0:00:00,"E173","Corophium type","A. spinicorne",2.30,,2.9e-04,,1.60,,"Probably female"
87,"EDSM","18-12-SM01",10/17/2017 0:00:00,"E177","Hyperacanthomysis longirostris",,1.70,,,0.20,,,"NI, NW"
87,"EDSM","18-12-SM01",10/17/2017 0:00:00,"E177","Hyperacanthomysis longirostris",,1.60,,,0.20,,,"NI, NW"
87,"EDSM","18-12-SM01",10/17/2017 0:00:00,"E177","Hyperacanthomysis longirostris",,1.40,,,0.20,,,"NI, NW, eye NI"
90,"EDSM","18-17-LSR01",11/20/2017 0:00:00,"E63","Corophium type","juvenile Corophium",0.80,,,,,,"NW"
95,"EDSM","18-18-SBM02",11/28/2017 0:00:00,"E182","Cumaceans",,2.00,"Y",,,,,"NM, NW, tail only"
95,"EDSM","18-18-SBM02",11/28/2017 0:00:00,"E182","Gammarus type","juvenile Gammarus",1.20,,,,,,"NW"
96,"EDSM","18-18-HB01",11/28/2017 0:00:00,"E183","Nippoleucon hinumensis",,2.00,"Y",,,,,"NM, NW"
92,"EDSM","18-14-SM01",10/30/2017 0:00:00,"E179","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
92,"EDSM","18-14-SM01",10/30/2017 0:00:00,"E179","Nippoleucon hinumensis",,1.90,,,,,,"NI, NW"
92,"EDSM","18-14-SM01",10/30/2017 0:00:00,"E179","Nippoleucon hinumensis",,1.70,,,,,,"NW"
92,"EDSM","18-14-SM01",10/30/2017 0:00:00,"E179","Nippoleucon hinumensis",,2.00,,,,,,"NW"
92,"EDSM","18-14-SM01",10/30/2017 0:00:00,"E179","Cumaceans",,1.90,"S",,,,,"NM, NW"
17,"EDSM","18-08-LSR01",9/18/2017 0:00:00,"E17","Corophium type","juvenile Corophium",1.10,,,,,,"NW"
17,"EDSM","18-08-LSR01",9/18/2017 0:00:00,"E17","Corophium type","juvenile Corophium",1.00,,,,,,"NW"
85,"EDSM","18-09-SBM02",9/29/2017 0:00:00,"E175","Cumaceans",,1.80,"G",,,,,"NM, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
97,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E64","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
98,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E65","Hyperacanthomysis longirostris",,1.80,,,,,,"NI, NW"
99,"EDSM","18-49-LSSC03",7/5/2018 0:00:00,"E66","Hyperacanthomysis longirostris",,1.30,,,,,,"NW"
102,"EDSM","18-51-LSSC01",7/18/2018 0:00:00,"E69","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
103,"EDSM","18-51-LSSC04",7/19/2018 0:00:00,"E70","Hyperacanthomysis longirostris",,1.50,"U",,,,,"NM, NW, no eye"
103,"EDSM","18-51-LSSC04",7/19/2018 0:00:00,"E70","Hyperacanthomysis longirostris",,1.50,"U",,,,,"NM, NW, no eye"
103,"EDSM","18-51-LSSC04",7/19/2018 0:00:00,"E70","Hyperacanthomysis longirostris",,1.50,"U",,,,,"NM, NW, no eye"
103,"EDSM","18-51-LSSC04",7/19/2018 0:00:00,"E70","Hyperacanthomysis longirostris",,1.50,"U",,,,,"NM, NW, no eye"
104,"EDSM","18-52-LSSC02",7/23/2018 0:00:00,"E71","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
107,"EDSM","18-52-LSSC03",7/24/2018 0:00:00,"E74","Hyperacanthomysis longirostris",,1.50,"S",,,,,"NM, NW, eye NM"
107,"EDSM","18-52-LSSC03",7/24/2018 0:00:00,"E74","Hyperacanthomysis longirostris",,1.50,"S",,,,,"NM, NW, eye NM"
107,"EDSM","18-52-LSSC03",7/24/2018 0:00:00,"E74","Unid amphipod",,1.80,"Y",,,,,"NM, NW, no eye"
114,"EDSM","19-02-LSSC02",8/8/2018 0:00:00,"E81","Hyperacanthomysis longirostris",,1.00,"ED",,0.10,,,"NM, NW, eye ~0.1 mm"
115,"EDSM","19-02-LSSC02",8/8/2018 0:00:00,"E82","Hyperacanthomysis longirostris",,5.70,,,,,,"NI, NW"
120,"EDSM","19-03-LSSC01",8/14/2018 0:00:00,"E87","Hyperacanthomysis longirostris",,5.70,"M",,,,,"NM, NW, no eye"
128,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E95","Chironomid larvae",,1.00,,,,,,"NW"
129,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E96","Unid mysids",,2.00,,,,,,"NW"
129,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E96","Unid mysids",,1.50,"U",,,,,"NM, NW, no eye"
129,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E96","Hyperacanthomysis longirostris",,1.00,,,,,,"NI, NW"
129,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E96","Hyperacanthomysis longirostris",,1.00,"G",,,,,"NM, NW, no eye"
130,"EDSM","19-05-LSSC05",8/27/2018 0:00:00,"E97","Unid mysids",,1.50,,,,,,"NI, NW"
133,"EDSM","18-50-LSSC01",7/9/2018 0:00:00,"E150","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, tail only, possibly H. longirostris"
138,"EDSM","19-04-GB01",8/21/2018 0:00:00,"E188","Unid mysids",,2.00,"M",,,,,"NM, NW, no eye"
138,"EDSM","19-04-GB01",8/21/2018 0:00:00,"E188","Hyperacanthomysis longirostris",,1.00,"M",,,,,"NM, NW, no eye"
141,"EDSM","19-03-SM05",8/14/2018 0:00:00,"E297","Other malacostraca",,1.60,,2.2e-04,,,,"Tanaid"
142,"EDSM","19-03-SM03",8/13/2018 0:00:00,"E298","Crab zoea",,1.60,,,,,,"NW"
143,"EDSM","18-49-CF01",7/2/2018 0:00:00,"E299","Hyperacanthomysis longirostris",,1.00,"ED",,0.10,,,"NM, NW"
143,"EDSM","18-49-CF01",7/2/2018 0:00:00,"E299","Hyperacanthomysis longirostris",,1.00,"G",,,,,"NM, NW, no eye"
145,"EDSM","19-03-LSR01",8/13/2018 0:00:00,"E301","Nippoleucon hinumensis",,2.50,,,,,,"NW"
145,"EDSM","19-03-LSR01",8/13/2018 0:00:00,"E301","Isopods",,2.50,,4.1e-04,,,,
145,"EDSM","19-03-LSR01",8/13/2018 0:00:00,"E301","Isopods",,2.10,,3.4e-04,,,,
147,"EDSM","19-04-LSR01",8/22/2018 0:00:00,"E303","Gammarus type","Hyalella sp.",1.80,,,,,,"NI"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Unid mysids",,5.70,"ED",,0.40,,,"NM, NW"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Unid mysids",,7.20,"ED",,0.50,,,"NM, NW"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Unid mysids",,2.90,"ED",,0.20,,,"NM, NW"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Hyperacanthomysis longirostris",,1.70,,,,,,"NI, NW"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
151,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E100","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
152,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E101","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
153,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E102","Hyperacanthomysis longirostris",,1.30,,,,,,"NI, NW"
153,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E102","Hyperacanthomysis longirostris",,1.30,,,,,,"NI, NW"
154,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E103","Hyperacanthomysis longirostris",,1.30,"S",,,,,"NM, NW, no eye"
154,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E103","Unid mysids",,1.30,"S",,,,,"NM, NW, eye NM"
155,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E104","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, tail only"
156,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E105","Unid mysids",,1.60,"S",,,,,"NM, NW, eye NM"
157,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E106","Hyperacanthomysis longirostris",,1.50,"S",,,,,"NM, NW, no eye"
157,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E106","Hyperacanthomysis longirostris",,1.50,"S",,,,,"NM, NW, no eye"
157,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E106","Corophium type","A. stimpsoni",2.70,"AL",,,1.50,"M","NM, NW, A2 NI"
158,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E107","Hyperacanthomysis longirostris",,1.00,"ED",,0.10,,,"NM, NW"
158,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E107","Hyperacanthomysis longirostris",,4.10,"ED",,0.30,,,"NM, NW"
158,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E107","Hyperacanthomysis longirostris",,4.10,"ED",,0.30,,,"NM, NW"
158,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E107","Unid mysids",,7.20,"ED",,0.50,,,"NM, NW"
159,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E108","Unid mysids",,2.90,"ED",,0.20,,,"NM, NW, eye NI"
159,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E108","Hyperacanthomysis longirostris",,2.60,"ED",,0.20,,,"NM, NW, eye NI"
161,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E110","Unid mysids",,1.50,,,,,,"NI, NW, no eye"
162,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E111","Hyperacanthomysis longirostris",,2.60,"ED",,0.20,,,"NM, NW"
166,"EDSM","19-07-LSSC06",9/11/2018 0:00:00,"E120","Hyperacanthomysis longirostris",,1.30,,,,,,"NI, NW"
174,"EDSM","19-09-LSSC05",9/26/2018 0:00:00,"E128","Chironomid larvae",,1.50,,,,,,"NW"
178,"EDSM","19-09-LSSC02",9/27/2018 0:00:00,"E132","Chironomid larvae",,1.20,,,,,,"NI"
178,"EDSM","19-09-LSSC02",9/27/2018 0:00:00,"E132","Unid mysids",,1.40,"ED",,0.10,,,"NM, NW"
182,"EDSM","19-10-LSSC01",10/4/2018 0:00:00,"E136","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
183,"EDSM","19-10-LSSC01",10/4/2018 0:00:00,"E137","Unid mysids",,2.90,"ED",,0.20,,,"NM, NW, eye NI"
184,"EDSM","19-10-LSSC01",10/4/2018 0:00:00,"E138","Hyperacanthomysis longirostris",,4.10,"ED",,0.30,,,"NM, NW"
186,"EDSM","19-11-LSSC06",10/9/2018 0:00:00,"E140","Unid mysids",,2.90,"M",,,,,"NM, NW, no eye"
187,"EDSM","19-11-LSSC03",10/9/2018 0:00:00,"E141","Unid mysids",,1.60,"M",,,,,"NM, NW, no eye"
187,"EDSM","19-11-LSSC03",10/9/2018 0:00:00,"E141","Corophium type","A. spinicorne",3.00,"AL",,,1.60,"M","NM, NW, A2 NI"
189,"EDSM","19-12-LSSC03",10/17/2018 0:00:00,"E143","Unid mysids",,4.10,"M",,,,,"NM, NW, no eye"
189,"EDSM","19-12-LSSC03",10/17/2018 0:00:00,"E143","Corophium type","A. stimpsoni",1.20,,,,,"F",
196,"EDSM","19-15-SM01",11/7/2018 0:00:00,"E191","Cumaceans",,1.90,,,,,,"NW"
196,"EDSM","19-15-SM01",11/7/2018 0:00:00,"E191","Corophium type","C. alienense",1.30,,,,,,
197,"EDSM","19-15-SM04",11/8/2018 0:00:00,"E192","Cumaceans",,2.20,,,,,,"NW"
197,"EDSM","19-15-SM04",11/8/2018 0:00:00,"E192","Cumaceans",,2.00,,,,,,"NW"
197,"EDSM","19-15-SM04",11/8/2018 0:00:00,"E192","Cumaceans",,1.70,,,,,,"NW"
199,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E321","Unid amphipod","Unid amphipod",1.10,"S",,,,,"NM, NW"
200,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E322","Cumaceans",,2.00,,,,,,"NI, NW, Unid"
200,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E322","Gammarus type","juvenile Gammarus",1.30,,,,,,"NW"
201,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E323","Corophium type","juvenile Corophium",0.90,,,,,,"NW"
202,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E324","Cumaceans",,2.00,,,,,,"NI, NW, Unid"
202,"EDSM","19-11-LSR01",10/9/2018 0:00:00,"E324","Other malacostraca",,2.30,,2.4e-04,,,,"Tanaid"
203,"EDSM","19-14-LSR03",10/29/2018 0:00:00,"E325","Hyperacanthomysis longirostris",,1.60,,,,,,"NW"
205,"EDSM","19-18-LSR03",11/29/2018 0:00:00,"E395","Cumaceans",,2.90,,,,,,"NW"
205,"EDSM","19-18-LSR03",11/29/2018 0:00:00,"E395","Cumaceans",,2.90,"G",,,,,"NM, NW, head and tail not attached"
205,"EDSM","19-18-LSR03",11/29/2018 0:00:00,"E395","Corophium type","juvenile Corophium",0.90,"S",,,,,"NM, NW, head only"
206,"EDSM","19-18-LSR03",11/29/2018 0:00:00,"E396","Unid mysids",,2.90,"ED",,0.20,,,"NM, NW"
206,"EDSM","19-18-LSR03",11/29/2018 0:00:00,"E396","Hyperacanthomysis longirostris",,1.80,,,,,,"NW"
155,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E104","Hyperacanthomysis longirostris",,1.50,,,,,,"NI, NW"
155,"EDSM","19-07-LSSC02",9/10/2018 0:00:00,"E104","Hyperacanthomysis longirostris",,2.60,"ED",,0.20,,,"NM, NW"
209,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E399","Unid mysids",,1.50,,,,,,"NW"
209,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E399","Corophium type","juvenile Corophium",1.10,,,,,,"NW"
213,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E403","Other malacostraca",,1.80,,,,,,"Tanaid, NW"
213,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E403","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, urosome with statocyst only"
214,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E404","Other malacostraca",,1.30,,,,,,"Tanaid, NW"
214,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E404","Other malacostraca",,1.30,"G",,,,,"Tanaid, NM, NW, head only"
215,"EDSM","19-12-LSSC04",10/17/2018 0:00:00,"E405","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, statocyst only"
221,"EDSM","19-14-LSSC06",11/1/2018 0:00:00,"E411","Unid mysids",,1.80,"M",,,,,"NM, NW, no eye, in pieces, looks like an adult"
227,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E308","Corophium type","juvenile Corophium",1.10,"S",,,,,"NM, NW"
227,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E308","Corophium type","juvenile Corophium",2.80,"S",,,,,"NM, NW"
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,1.60,"S",,,,,"NM, NW, no eye tail with statocysts only"
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,1.60,"S",,,,,"NM, NW, no eye, tail with statocysts only"
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, tail with statocysts only"
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,1.50,"S",,,,,"NM, NW, no eye, tail with statocysts only"
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,2.90,"ED",,0.20,,,"NM, NW "
228,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E309","Unid mysids",,1.40,"ED",,0.10,,,"NM, NW"
229,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E310","Other malacostraca",,1.40,,,,,,"Tanaid, NW"
230,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E311","Hyperacanthomysis longirostris",,5.20,,,,,,"NI, NW, gravid with 6x stage 3 embryos"
230,"EDSM","19-08-LSR02",9/17/2018 0:00:00,"E311","Hyperacanthomysis longirostris",,4.10,"ED",,0.30,,,"NM, NW"
